,Year,Kilometers_Driven,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
220,2017,26327,1,4.0,35.67,Mini,16.82,1998,189.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0
221,2007,200000,2,5.0,0.85,Tata,17.2,1396,53.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
222,2016,60813,2,5.0,3.32,Chevrolet,18.6,1199,76.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
223,2012,45000,1,5.0,3.6,Volkswagen,22.07,1199,73.9,0,0,0,0,0,0,0,0,1,0,1,0,0,1
224,2016,64000,1,5.0,6.8,Maruti,22.9,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
225,2012,41284,1,5.0,2.5,Ford,20.0,1399,68.05,0,0,0,0,0,0,0,1,0,0,1,0,0,1
226,2019,14165,1,7.0,19.64,Toyota,11.36,2755,171.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
227,2011,67000,2,7.0,7.0,Hyundai,11.72,2199,194.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
228,2011,32572,1,5.0,3.87,Honda,17.4,1497,117.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
229,2018,14960,1,5.0,6.27,Hyundai,18.6,1197,81.83,0,0,0,0,0,0,1,0,0,0,0,0,1,1
230,2015,55980,1,5.0,18.12,Mercedes-Benz,19.27,2143,167.62,0,0,0,0,0,0,1,0,0,0,1,0,0,0
231,2013,74000,1,5.0,2.65,Chevrolet,25.44,936,57.6,0,0,0,0,0,0,0,0,1,0,1,0,0,1
232,2015,56847,1,5.0,7.2,Hyundai,22.54,1396,88.73,0,0,0,0,0,0,1,0,0,0,1,0,0,1
233,2015,121374,1,7.0,14.3,Toyota,12.99,2494,100.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
234,2013,52000,1,7.0,6.9,Maruti,20.77,1248,88.76,0,1,0,0,0,0,0,0,0,0,1,0,0,1
235,2014,118000,1,7.0,10.75,Toyota,12.8,2494,102,0,0,0,0,0,0,0,0,1,0,1,0,0,1
236,2016,33915,1,5.0,8.09,Honda,17.8,1497,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
237,2014,82002,1,5.0,18.5,BMW,17.05,1995,184,0,0,0,0,0,0,0,0,0,0,1,0,0,0
238,2017,33000,1,5.0,4.75,Hyundai,24.0,1120,70,0,0,0,0,0,0,0,0,1,0,1,0,0,1
239,2016,34000,1,5.0,8.45,Maruti,28.09,1248,88.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
240,2012,55000,1,5.0,3.5,Skoda,20.5,1598,103.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
241,2006,160538,1,5.0,1.8,Hyundai,13.1,1493,82,0,0,0,0,0,0,1,0,0,0,1,0,0,1
242,2014,60000,2,5.0,3.7,Volkswagen,19.91,1498,103.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
243,2017,49575,1,5.0,7.17,Honda,18.7,1199,88.7,0,0,1,0,0,0,0,0,0,0,0,0,1,1
244,2010,83000,1,5.0,1.75,Hyundai,19.81,1086,68.05,0,0,0,0,0,1,0,0,0,0,0,0,1,1
245,2018,51346,1,5.0,21.99,Hyundai,16.38,1995,183,0,0,0,0,0,0,1,0,0,0,1,0,0,0
246,2017,43000,1,7.0,18.65,Toyota,13.68,2393,147.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
247,2011,35000,3,5.0,1.85,Maruti,19.7,796,35,0,0,0,0,0,1,0,0,0,0,0,0,1,1
248,2017,27872,2,5.0,5.95,Maruti,20.4,1197,81.80,0,0,1,0,0,0,0,0,0,0,0,0,1,1
249,2014,16514,1,5.0,3.75,Hyundai,18.9,1197,82,0,0,0,0,0,0,0,0,1,0,0,0,1,1
250,2012,120000,1,5.0,3.75,Maruti,22.9,1248,74,0,0,0,0,0,0,0,0,0,1,1,0,0,1
251,2008,143275,1,5.0,2.6,Hyundai,22.0,1582,126.2,0,0,0,0,1,0,0,0,0,0,1,0,0,1
252,2010,52000,1,5.0,2.8,Hyundai,17.0,1197,80,0,0,0,0,0,0,0,0,1,0,0,0,1,1
253,2017,29819,1,5.0,61.29,Mercedes-Benz,11.57,2987,254.79,0,0,1,0,0,0,0,0,0,0,1,0,0,0
254,2014,57000,2,5.0,18.0,Mercedes-Benz,15.8,2148,170,1,0,0,0,0,0,0,0,0,0,1,0,0,1
255,2014,88500,1,5.0,4.35,Maruti,23.2,1248,73.94,0,0,0,0,1,0,0,0,0,0,1,0,0,1
256,2016,28000,1,5.0,13.75,Hyundai,19.67,1582,126.2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
257,2010,67000,1,5.0,2.0,Maruti,19.0,998,66.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
258,2016,26000,1,5.0,10.0,Renault,19.64,1461,108.45,0,0,0,1,0,0,0,0,0,0,1,0,0,1
259,2010,120000,1,5.0,1.65,Fiat,17.8,1248,76,0,0,0,1,0,0,0,0,0,0,1,0,0,1
260,2017,51982,1,5.0,45.77,BMW,16.55,2993,258,0,0,1,0,0,0,0,0,0,0,1,0,0,0
261,2010,36000,2,5.0,3.25,Hyundai,20.36,1197,78.9,1,0,0,0,0,0,0,0,0,0,0,0,1,1
262,2016,47000,1,7.0,12.8,Toyota,12.8,2494,102,0,0,0,0,0,0,0,0,0,1,1,0,0,1
263,2002,60000,3,5.0,0.55,Maruti,17.3,993,60,0,0,0,0,0,0,0,0,1,0,0,0,1,1
264,2018,31025,1,5.0,7.15,Maruti,28.4,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
265,2013,105000,2,8.0,7.0,Mahindra,12.05,2179,120,0,0,0,0,0,0,0,0,0,1,1,0,0,1
266,2017,121900,1,5.0,3.75,Tata,22.95,1248,74,0,0,0,0,0,0,0,0,0,1,1,0,0,1
267,2017,22695,1,5.0,8.5,Ford,18.88,999,123.24,0,0,0,0,0,0,0,0,1,0,0,0,1,1
268,2012,73000,1,5.0,4.35,Maruti,23.4,1248,74,0,0,0,0,0,1,0,0,0,0,1,0,0,1
269,2016,32227,1,5.0,3.26,Maruti,22.74,796,47.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
270,2011,55000,1,5.0,4.21,Honda,17.0,1497,118,0,0,0,0,0,1,0,0,0,0,0,0,1,1
271,2018,11287,1,7.0,70.36,Audi,12.07,2967,241.4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
272,2009,48000,2,5.0,2.95,Skoda,17.0,1896,105,0,0,0,0,0,0,0,0,1,0,1,0,0,0
273,2012,54308,1,5.0,4.28,Hyundai,17.1,1591,121.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
274,2009,78442,1,5.0,3.57,Honda,16.8,1497,118,0,0,0,0,0,1,0,0,0,0,0,0,1,0
275,2013,46000,1,5.0,3.11,Hyundai,21.9,1396,88.8,0,0,0,0,0,0,0,1,0,0,1,0,0,1
276,2014,45051,1,5.0,5.96,Hyundai,15.0,1396,98.6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
277,2011,69000,1,5.0,4.7,Volkswagen,20.54,1598,103.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
278,2014,49000,1,5.0,6.9,Honda,17.4,1497,117.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
279,2018,45000,1,5.0,5.25,Tata,22.95,1248,74,0,0,0,0,0,0,0,0,0,1,1,0,0,1
280,2015,64000,1,5.0,28.0,BMW,18.48,1995,177,0,0,0,0,0,0,0,0,0,1,1,0,0,0
281,2009,60000,1,5.0,1.35,Maruti,18.9,1061,67,0,0,0,1,0,0,0,0,0,0,0,0,1,1
282,2015,62178,1,5.0,4.85,Honda,18.2,1199,88.7,0,0,0,1,0,0,0,0,0,0,0,0,1,1
283,2012,58006,1,5.0,6.7,Volkswagen,15.0,1896,105,0,0,1,0,0,0,0,0,0,0,1,0,0,1
284,2010,74000,1,5.0,3.1,Hyundai,20.36,1197,78.9,0,0,0,0,1,0,0,0,0,0,0,0,1,1
285,2015,77771,1,5.0,18.64,Mercedes-Benz,19.27,2143,170,0,0,0,0,0,0,1,0,0,0,1,0,0,0
286,2012,45275,1,5.0,2.8,Hyundai,20.36,1197,78.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
287,2016,48000,1,7.0,20.25,Toyota,13.68,2393,147.8,0,1,0,0,0,0,0,0,0,0,1,0,0,1
288,2015,31652,1,5.0,26.78,Audi,17.68,1968,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
289,2010,109000,2,7.0,8.26,Toyota,12.99,2494,100.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
290,2015,31978,1,5.0,3.89,Volkswagen,16.47,1198,73.9,0,0,0,0,0,0,0,0,1,0,0,0,1,1
291,2011,70000,1,5.0,2.1,Maruti,20.92,998,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
292,2017,15000,1,5.0,12.69,Honda,18.0,1497,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
293,2013,59138,1,5.0,2.58,Tata,17.0,1405,70,0,0,1,0,0,0,0,0,0,0,1,0,0,1
294,2014,61726,1,5.0,20.77,Audi,17.68,1968,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
295,2015,48000,1,5.0,20.26,Mercedes-Benz,17.9,2143,136,0,0,0,1,0,0,0,0,0,0,1,0,0,0
296,2014,77815,1,5.0,4.25,Maruti,23.1,998,67.04,0,0,0,0,1,0,0,0,0,0,0,0,1,0
297,2017,29000,1,5.0,57.0,Mercedes-Benz,17.9,2143,201.15,0,0,0,0,1,0,0,0,0,0,1,0,0,0
298,2017,44000,1,5.0,44.0,Land,12.7,2179,187.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
299,2011,108626,1,5.0,3.65,Volkswagen,20.54,1598,103.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
300,2012,71791,1,5.0,2.05,Maruti,14.0,796,35,0,0,0,0,1,0,0,0,0,0,0,0,1,1
301,2012,91931,1,5.0,3.13,Honda,18.5,1198,86.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
302,2000,158000,2,7.0,1.5,Tata,14.07,2956,83.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
303,2012,91183,1,5.0,2.85,Tata,18.0,1248,75,0,0,0,0,0,0,0,0,0,1,1,0,0,1
304,2012,65000,1,5.0,2.65,Maruti,18.9,998,67.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
305,2015,88428,1,7.0,10.6,Mahindra,16.0,2179,140,0,0,0,0,1,0,0,0,0,0,1,0,0,1
306,2008,138000,2,5.0,1.25,Tata,17.1,1396,70,0,0,0,0,0,0,0,0,0,1,1,0,0,1
307,2018,18000,1,7.0,8.25,Maruti,16.02,1373,93.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
308,2011,60000,1,5.0,4.45,Honda,11.7,2354,177.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
309,2012,48000,1,5.0,3.7,Maruti,19.3,1248,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
310,2009,160000,1,5.0,2.8,Ford,17.8,1399,68,0,0,0,0,1,0,0,0,0,0,1,0,0,1
311,2008,40000,1,5.0,1.8,Honda,17.7,1497,78,0,0,0,0,0,0,0,1,0,0,0,0,1,1
312,2014,51495,1,5.0,21.95,Audi,17.68,1968,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
313,2011,30000,1,4.0,49.0,BMW,9.52,2993,313,0,0,0,0,0,0,0,0,1,0,1,0,0,0
314,2017,97430,1,7.0,62.67,Audi,14.75,2967,245,0,0,1,0,0,0,0,0,0,0,1,0,0,0
315,2008,42496,1,5.0,1.4,Maruti,26.3,998,67.1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
316,2012,83000,1,5.0,5.5,Hyundai,23.0,1396,90,0,0,0,0,0,0,0,0,0,1,1,0,0,1
317,2009,37000,3,5.0,2.95,Hyundai,16.95,1197,78.9,1,0,0,0,0,0,0,0,0,0,0,0,1,0
318,2016,28503,1,5.0,6.86,Honda,19.0,1199,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
319,2015,76496,1,5.0,6.15,Maruti,25.2,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
320,2011,79152,2,5.0,3.3,Hyundai,18.5,1197,82.85,0,0,0,0,0,0,0,0,0,1,0,0,1,1
321,2011,32000,1,5.0,2.55,Volkswagen,16.47,1198,73.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
322,2009,35000,1,5.0,1.5,Maruti,19.7,796,46.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
323,2004,105000,2,5.0,2.5,Toyota,11.3,1794,125,0,1,0,0,0,0,0,0,0,0,0,0,1,0
324,2006,56000,2,5.0,1.4,Maruti,19.7,796,46.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1
325,2012,73000,1,5.0,3.4,Tata,21.12,1248,88.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
326,2012,38000,1,5.0,2.25,Maruti,19.7,796,46.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
327,2013,775000,1,5.0,7.5,Skoda,19.3,1968,141,0,0,0,0,0,0,0,1,0,0,1,0,0,0
328,2008,80000,1,5.0,2.8,Toyota,11.3,1794,125,0,0,0,0,0,0,0,1,0,0,0,0,1,0
329,2016,24973,1,5.0,7.66,Hyundai,18.6,1197,81.83,0,0,1,0,0,0,0,0,0,0,0,0,1,1
330,2016,45000,1,5.0,7.15,Maruti,24.3,1248,88.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
331,2010,87430,1,5.0,3.5,Honda,17.0,1497,118,0,0,0,1,0,0,0,0,0,0,0,0,1,1
332,2014,133944,2,5.0,3.5,Tata,18.0,1248,75,0,0,0,0,1,0,0,0,0,0,1,0,0,1
333,2013,57000,1,5.0,3.45,Honda,25.8,1498,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
334,2016,27904,1,5.0,3.55,Hyundai,21.1,814,55.2,0,0,1,0,0,0,0,0,0,0,0,0,1,1
335,2015,30717,2,5.0,25.99,BMW,21.76,1995,190,0,0,0,0,0,0,1,0,0,0,1,0,0,0
336,2012,80000,1,5.0,5.25,Hyundai,22.32,1582,126.32,1,0,0,0,0,0,0,0,0,0,1,0,0,1
337,2013,47304,1,5.0,2.9,Tata,21.02,1248,88.8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
338,2005,100000,1,5.0,2.05,Skoda,14.45,1984,227,0,0,0,0,0,1,0,0,0,0,0,0,1,0
339,2017,30000,1,5.0,3.75,Maruti,24.07,998,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
340,2014,68000,1,5.0,6.75,Ford,22.7,1498,89.84,0,0,0,0,0,0,0,0,1,0,1,0,0,1
341,2011,21000,2,5.0,0.95,Chevrolet,18.0,995,62,0,0,0,0,0,0,0,1,0,0,0,0,1,1
342,2017,21000,1,5.0,52.0,Jaguar,19.33,1999,177,0,0,0,0,1,0,0,0,0,0,1,0,0,0
343,2007,119000,3,5.0,3.91,Honda,13.1,1997,141.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
344,2019,13747,1,5.0,27.3,Skoda,14.67,1798,177.46,0,0,0,0,0,0,1,0,0,0,0,0,1,0
345,2009,620000,1,5.0,2.7,Hyundai,20.36,1197,78.9,0,1,0,0,0,0,0,0,0,0,0,0,1,1
346,2013,70000,1,5.0,3.5,Maruti,22.9,1248,74,0,0,0,1,0,0,0,0,0,0,1,0,0,1
347,2016,18000,1,5.0,6.2,Maruti,18.5,1197,83.14,0,0,0,0,0,0,0,0,1,0,0,0,1,0
348,2011,83000,1,5.0,2.75,Nissan,23.08,1461,63.1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
349,2015,130000,1,5.0,3.25,Maruti,23.4,1248,74,0,0,0,0,0,0,0,0,1,0,1,0,0,1
350,2012,63400,1,5.0,3.25,Ford,17.8,1399,67,0,0,0,0,0,0,0,0,0,1,1,0,0,1
351,2003,65000,1,5.0,0.65,Maruti,17.3,993,60,0,0,0,0,0,0,0,1,0,0,0,0,1,1
352,2017,8350,1,5.0,35.0,Mini,13.8,1998,192,0,0,0,0,0,0,0,0,0,1,0,0,1,1
353,2014,45000,1,5.0,3.25,Toyota,23.59,1364,67.05,0,0,0,0,0,0,0,1,0,0,1,0,0,1
354,2018,26200,1,5.0,2.9,Maruti,24.7,796,47.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
355,2011,11000,3,5.0,2.9,Maruti,18.9,796,47,1,0,0,0,0,0,0,0,0,0,0,0,1,1
356,2009,90000,2,5.0,17.75,BMW,11.0,2993,235,1,0,0,0,0,0,0,0,0,0,1,0,0,0
357,2015,74000,2,5.0,8.25,Nissan,11.07,2496,179.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
358,2015,37081,1,5.0,5.77,Hyundai,18.9,1197,82,0,0,1,0,0,0,0,0,0,0,0,0,1,0
359,2017,39000,1,5.0,9.49,Maruti,24.3,1248,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
360,2008,99000,3,7.0,12.95,Audi,12.07,2967,241.4,0,0,0,0,0,0,0,0,1,0,1,0,0,0
361,2015,38000,1,5.0,20.0,Mercedes-Benz,17.9,2143,136,0,1,0,0,0,0,0,0,0,0,1,0,0,0
362,2007,72000,3,4.0,1.0,Maruti,16.1,796,37,0,1,0,0,0,0,0,0,0,0,0,0,1,1
363,2015,93000,2,5.0,7.1,Renault,20.45,1461,83.8,0,1,0,0,0,0,0,0,0,0,1,0,0,1
364,2017,5900,1,5.0,16.5,Toyota,21.43,1364,87.2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
365,2014,25000,1,5.0,26.0,Mercedes-Benz,15.8,2148,170,0,1,0,0,0,0,0,0,0,0,1,0,0,1
366,2010,68000,2,5.0,3.2,Maruti,21.1,1248,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
367,2017,35676,1,7.0,9.48,Honda,16.0,1497,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
368,2015,74310,1,5.0,4.0,Hyundai,24.4,1120,71,0,0,0,0,0,0,1,0,0,0,1,0,0,1
369,2014,59364,1,5.0,26.5,Mercedes-Benz,14.21,2143,203,0,0,0,0,0,1,0,0,0,0,1,0,0,0
370,2014,41380,2,5.0,11.77,Mercedes-Benz,14.8,1595,120.7,0,0,0,0,0,0,1,0,0,0,0,0,1,0
371,2017,33900,1,5.0,37.0,Mercedes-Benz,15.0,2143,204,1,0,0,0,0,0,0,0,0,0,1,0,0,0
372,2016,28000,1,5.0,8.75,Honda,17.8,1497,117.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
373,2011,93982,1,5.0,3.75,Honda,17.0,1497,118,0,1,0,0,0,0,0,0,0,0,0,0,1,1
374,2010,95000,1,5.0,2.5,Hyundai,16.2,1599,103.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
375,2017,9000,1,5.0,34.5,Jaguar,13.5,1999,246.74,0,0,0,0,0,0,0,0,1,0,0,0,1,0
376,2015,52516,1,5.0,4.65,Honda,18.0,1198,86.7,0,0,0,1,0,0,0,0,0,0,0,0,1,1
377,2015,20000,1,4.0,32.0,Mini,18.86,1598,122,1,0,0,0,0,0,0,0,0,0,0,0,1,0
378,2017,56451,1,5.0,62.81,Mercedes-Benz,13.5,2987,282,0,0,1,0,0,0,0,0,0,0,1,0,0,0
379,2014,37000,1,5.0,3.25,Hyundai,21.1,814,55.2,0,1,0,0,0,0,0,0,0,0,0,0,1,1
380,2014,17400,1,5.0,3.1,Maruti,20.51,998,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,1
381,2011,90207,1,5.0,3.91,Maruti,21.1,1248,73.9,0,0,1,0,0,0,0,0,0,0,1,0,0,1
382,2011,89616,1,5.0,11.0,BMW,16.07,1995,181,0,1,0,0,0,0,0,0,0,0,1,0,0,0
383,2014,85000,1,5.0,3.5,Tata,13.49,2179,138.03,0,0,0,0,0,0,0,0,0,1,1,0,0,1
384,2014,79271,1,5.0,16.5,Audi,20.38,1968,143,0,1,0,0,0,0,0,0,0,0,1,0,0,0
385,2012,56000,1,5.0,30.0,Land,12.7,2179,187.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
386,2010,85001,2,7.0,28.0,Mercedes-Benz,12.0,2987,224,0,0,0,0,0,0,0,0,0,1,1,0,0,0
387,2018,12000,1,7.0,28.0,Mitsubishi,13.5,2477,175.56,0,0,0,0,1,0,0,0,0,0,1,0,0,0
388,2010,125000,1,5.0,0.92,Maruti,19.7,796,46.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
389,2013,53000,1,5.0,2.75,Maruti,14.0,1061,64,0,0,0,0,0,0,0,0,0,1,0,0,1,1
390,2017,34990,1,5.0,53.83,Land,12.7,2179,187.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0
391,2011,49768,2,5.0,4.95,Hyundai,17.01,1591,121.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
392,2013,56000,1,5.0,33.5,BMW,16.73,2993,218,0,0,0,0,1,0,0,0,0,0,1,0,0,0
393,2013,75000,1,5.0,27.95,Jaguar,14.74,2993,270.9,1,0,0,0,0,0,0,0,0,0,1,0,0,0
394,2010,57000,1,5.0,7.25,Skoda,13.7,1798,157.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0
395,2017,37542,1,5.0,25.71,Audi,15.73,1968,174.33,0,0,0,0,0,0,1,0,0,0,1,0,0,0
396,2014,95649,1,5.0,29.67,Land,12.7,2179,187.7,0,0,1,0,0,0,0,0,0,0,1,0,0,0
397,2013,35299,1,5.0,19.0,Mercedes-Benz,14.84,2143,170,0,0,0,0,0,1,0,0,0,0,1,0,0,0
398,2017,28464,1,7.0,13.05,Mahindra,15.4,2179,120,0,0,0,0,0,0,1,0,0,0,1,0,0,1
399,2015,41000,1,5.0,25.5,BMW,21.76,1995,190,0,0,0,0,0,0,0,0,1,0,1,0,0,0
400,2017,9000,1,7.0,8.5,Honda,15.4,1497,117.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
401,2010,92098,2,5.0,7.25,Volvo,16.0,2400,215,0,1,0,0,0,0,0,0,0,0,1,0,0,0
402,2005,5834,1,5.0,0.8,Hyundai,13.2,1495,94,0,0,0,0,0,0,0,0,0,1,0,0,1,1
403,2017,40250,1,5.0,6.9,Hyundai,17.19,1197,81.86,0,0,0,0,0,1,0,0,0,0,0,0,1,1
404,2018,22397,1,5.0,70.99,Mercedes-Benz,11.5,2996,367,0,0,1,0,0,0,0,0,0,0,0,0,1,0
405,2015,20800,2,5.0,2.25,Hyundai,21.1,814,55.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
406,2018,40322,1,5.0,5.5,Hyundai,18.9,1197,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
407,2013,52576,1,5.0,4.35,Honda,13.0,1493,100,0,0,0,0,0,0,0,0,1,0,0,0,1,1
408,2010,55000,1,5.0,2.25,Volkswagen,16.47,1198,73.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
409,2016,47000,1,5.0,24.5,Audi,15.26,1798,187.74,0,0,0,0,0,0,0,0,1,0,0,0,1,0
410,2017,23163,1,5.0,12.03,Hyundai,15.29,1591,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
411,2011,50000,2,5.0,8.5,Mercedes-Benz,11.74,1796,186,0,0,0,0,0,0,0,0,1,0,0,0,1,0
412,2014,11900,1,4.0,28.5,Mini,16.82,1998,189.08,0,0,0,0,0,0,0,0,1,0,0,0,1,0
413,2013,37000,1,5.0,5.75,Toyota,23.59,1364,67.04,1,0,0,0,0,0,0,0,0,0,1,0,0,1
414,2014,30000,2,5.0,3.2,Honda,19.4,1198,86.8,0,0,0,1,0,0,0,0,0,0,0,0,1,1
415,2018,12831,1,5.0,9.89,Maruti,21.4,1197,83.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
416,2012,143017,1,5.0,6.58,Skoda,20.0,1968,138.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
417,2018,13102,1,5.0,4.06,Hyundai,21.1,814,55.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
418,2019,24950,1,5.0,13.37,Renault,20.37,1461,108.45,0,0,1,0,0,0,0,0,0,0,1,0,0,1
419,2011,57832,1,5.0,25.82,BMW,16.2,2993,258,0,0,1,0,0,0,0,0,0,0,1,0,0,0
420,2016,34267,1,5.0,3.74,Maruti,22.74,796,47.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
421,2015,33000,2,5.0,22.0,Volvo,16.8,1984,150,1,0,0,0,0,0,0,0,0,0,1,0,0,0
422,2007,55100,1,5.0,1.45,Maruti,18.9,998,67.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
423,2008,40000,1,5.0,2.0,Honda,17.7,1497,78,0,0,0,0,0,0,0,1,0,0,0,0,1,1
424,2017,31841,1,5.0,4.7,Maruti,15.1,1196,73,0,0,0,0,0,0,1,0,0,0,0,0,0,1
425,2014,15000,1,8.0,3.75,Chevrolet,13.7,1399,98.79,0,0,0,0,0,0,0,1,0,0,0,0,1,1
426,2016,82756,1,7.0,7.7,Mahindra,15.96,2523,62.1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
427,2014,20600,1,5.0,2.6,Hyundai,21.1,814,55.2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
428,2017,29952,1,5.0,13.77,Hyundai,13.0,1591,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
429,2017,15000,2,5.0,7.1,Volkswagen,16.09,1598,103.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
430,2008,61938,2,5.0,2.65,Honda,12.9,1799,130,0,0,0,0,0,0,0,0,0,1,0,0,1,0
431,2014,67000,1,5.0,2.5,Tata,22.3,1248,74,0,0,0,0,1,0,0,0,0,0,1,0,0,1
432,2013,61672,1,7.0,7.53,Mahindra,16.0,2179,140,0,0,0,0,0,0,1,0,0,0,1,0,0,1
433,2017,26185,1,5.0,7.98,Hyundai,18.6,1197,81.83,0,0,1,0,0,0,0,0,0,0,0,0,1,1
434,2014,38000,2,5.0,39.0,Audi,14.16,1968,174.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
435,2011,67000,2,5.0,2.25,Maruti,18.5,1197,85.80,0,1,0,0,0,0,0,0,0,0,0,0,1,1
436,2010,66000,2,5.0,3.85,Mitsubishi,13.17,1999,114,0,1,0,0,0,0,0,0,0,0,0,0,1,1
437,2015,80883,1,7.0,13.5,Toyota,12.8,2494,102,0,0,0,0,1,0,0,0,0,0,1,0,0,1
438,2016,80219,1,5.0,3.5,Maruti,27.62,793,47,0,0,0,0,1,0,0,0,0,0,1,0,0,1
439,2018,12923,1,5.0,8.92,Maruti,25.1,1248,88.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
440,2016,86642,1,5.0,20.37,Audi,15.17,1968,181,0,0,1,0,0,0,0,0,0,0,1,0,0,0
441,2016,19235,1,5.0,36.5,BMW,21.76,1995,190,1,0,0,0,0,0,0,0,0,0,1,0,0,0
442,2016,51002,1,7.0,48.91,Audi,11.33,4134,335.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
443,2016,6800,1,5.0,7.2,Hyundai,18.6,1197,81.83,0,0,0,0,0,0,0,0,0,1,0,0,1,1
